structCharacterDataROMEntry 1,HPOrAutolevel,STR,MAG,SKL,SPD,DEF,CON,LUK,MOV,MovementStars,CritCoefficient,HPGrowth,STRGrowth,MAGGrowth,SKLGrowth,SPDGrowth,DEFGrowth,CONGrowth,LUKGrowth,MOVGrowth,SwordRank,LanceRank,AxeRank,BowRank,StaffRank,FireRank,ThunderRank,WindRank,LightRank,DarkRank,SwordMod,LanceMod,AxeMod,BowMod,StaffMod,FireMod,ThunderMod,WindMod,LightMod,DarkMod,Gender,Skills1,Skills2,Skills3,Class,LeadershipStars,MapSprite,PortraitID
Civilian18,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl7Portrait
Civilian19,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian20,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
Civilian21,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl7Portrait
Civilian22,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
Civilian23,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian24,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian25,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl7Portrait
Civilian26,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian27,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildMapSprite,NPCBoy1Portrait
Civilian28,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
Civilian29,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl7Portrait
Civilian30,10,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,Skill1Unknown,None,None,Civilian,0,ChildFMapSprite,NPCGirl1Portrait
Hero1,-AutolevelScheme6,0,0,0,0,0,0,0,0,15,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,None,None,Hero,0,HeroMapSprite,Myrmidon9Portrait
Hero2,-AutolevelScheme6,0,0,0,0,0,0,0,0,20,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Hero,0,HeroMapSprite,Myrmidon9Portrait
Hero3,-AutolevelScheme6,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Hero,0,HeroMapSprite,Myrmidon9Portrait
SniperEnemy,-AutolevelScheme6,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Sniper,0,SniperMapSprite,Archer2Portrait
Mus,30,6,5,6,6,1,20,6,0,5,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,Skill3Wrath,Baron,4,BaronMapSprite,RaydrikMusPortrait
Tigris,18,9,3,9,5,7,8,5,4,20,4,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Warrior,0,WarriorMapSprite,DagdarTigrisPortrait
TigrisDagdar,18,9,3,9,5,7,8,5,4,20,4,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Warrior,0,WarriorMapSprite,Fighter1Portrait
CanisSarah,20,3,16,13,7,3,3,13,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,RankA,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,Skill2Miracle,Skill3Wrath | Skill3Paragon,SageF,0,SageFMapSprite,SarahCanisPortrait
Canis,20,3,16,13,7,3,3,13,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,RankA,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,Skill2Miracle,Skill3Wrath | Skill3Paragon,SageF,0,SageFMapSprite,MagicSword2Portrait
BovisGalzus,30,14,8,13,13,9,10,17,1,25,3,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,Skill3Astra | Skill3Luna,Hero,0,HeroMapSprite,GalzusBovisPortrait
Bovis,30,14,8,13,13,9,10,17,1,25,3,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,Skill3Astra | Skill3Luna,Hero,0,HeroMapSprite,Myrmidon9Portrait
PorcusLithis,22,10,8,11,12,10,10,9,0,10,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept,Skill3Wrath,Rogue,0,RogueMapSprite,LithisPorcusPortrait
Porcus,22,10,8,11,12,10,10,9,0,10,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept,Skill3Wrath,Rogue,0,RogueMapSprite,Myrmidon4Portrait
DracoEyvel,11,8,6,13,13,6,6,13,1,10,1,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,Skill2Adept | Skill2Miracle,Skill3Wrath,SniperF,0,SniperFMapSprite,EyvelDracoPortrait
Draco,11,8,6,13,13,6,6,13,1,10,1,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderFemale,None,Skill2Adept | Skill2Miracle,Skill3Wrath,SniperF,0,SniperFMapSprite,Archer5Portrait
LoptyrianDarkMage,-AutolevelScheme2,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,DarkMage,0,DarkMageMapSprite,Mage7Portrait
LoptyrianArmoredAxe,-AutolevelScheme4,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredAxe,0,ArmoredAxeMapSprite,Armor2Portrait
LoptyrianArmoredBow,-AutolevelScheme4,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredBow,0,ArmoredBowMapSprite,Armor3Portrait
LoptyrianArmoredLance,-AutolevelScheme4,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredLance,0,ArmoredLanceMapSprite,Armor1Portrait
MansterPoisonBallista,-AutolevelScheme9,0,0,0,0,0,0,0,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,BallisticianPoison,0,BallisiticianPoisonMapSprite,Ballistician4Portrait
RaydrikChp24,30,6,5,6,6,1,20,6,0,5,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Baron,4,BaronMapSprite,RaydrikPortrait
MansterArmoredSword,-AutolevelScheme1,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
MansterSoldier2,-AutolevelScheme1,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
FriegeBallista5,-AutolevelScheme9,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,BallisticianIron,0,BallisticianIronMapSprite,Ballistician2Portrait
ThracianArcher,-AutolevelScheme1,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,ArcherEnemy,0,ArcherEnemyMapSprite,Archer6Portrait
ThracianBishop,-AutolevelScheme2,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Bishop,3,BishopMapSprite,Priest2Portrait
ThracianWyvernRider,-AutolevelScheme1,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,WyvernRider,0,WyvernRiderMapSprite,WyvernKnight1Portrait
ThracianSoldier,-AutolevelScheme1,14,9,14,13,10,20,16,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Soldier,0,SoldierMapSprite,Soldier1Portrait
AlsterCavalier2,-AutolevelScheme1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Cavalier,0,CavalierMapSprite,BowKnight1Portrait
PirateEnemy,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Pirate,0,PirateMapSprite,Brigand4Portrait
ResistanceArcher1,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,ArcherF,0,ArcherFMapSprite,Archer4Portrait
ResistancePriest,-AutolevelScheme2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Priest,0,PriestMapSprite,Priest1Portrait
ResistanceFighter,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Fighter,0,FighterMapSprite,Fighter2Portrait
ResistanceArcher2,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,Archer,0,ArcherMapSprite,Archer1Portrait
ResistanceMyrmidon2,-AutolevelScheme3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,MyrmidonF,0,MyrmidonFMapSprite,Myrmidon5Portrait
AlsterCavalier3,-AutolevelScheme2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderFemale,None,None,None,ThunderMageF,0,ThunderMageFMapSprite,Mage9Portrait
MansterGeneral,-AutolevelScheme4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,Skill2Charm,None,General,0,GeneralMapSprite,General1Portrait
LoptyrianDarkMage2,-AutolevelScheme5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,DarkMage,0,DarkMageMapSprite,Mage7Portrait
ThracianArmoredSword,-AutolevelScheme4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,RankC,None,None,None,None,None,None,None,None,None,20,20,20,20,20,20,20,20,20,20,GenderMale,None,None,None,ArmoredSword,0,ArmoredSwordMapSprite,Armor4Portrait
Wolfe,30,12,10,12,5,7,10,10,0,0,0,40,10,3,10,10,5,5,20,0,RankA,RankA,RankA,RankA,RankA,RankA,RankA,RankE,None,None,100,100,100,100,100,100,100,100,100,100,GenderMale,None,None,None,Baron,4,BaronMapSprite,BossUnknown5Portrait
